source,id,velocity_mean,pause_rate,curvature_mean,angle_var,jerk_mean
genuine,user12/session_2144641057,1041.5660951208647,0.7804668669726286,3.5513326729206165,1.827361228632945,40372225.76548228
genuine,user12/session_5265929106,958.1336900380121,0.791380483880948,3.8420649816719137,1.8049083520660214,35342519.186035626
genuine,user12/session_5815391283,810.507493129576,0.8195008705745792,3.8647400970203,1.856150377927497,30943365.66484326
genuine,user12/session_7409188284,1880.3859343536228,0.5978194291314468,3.202511874254117,1.823696060224283,70212023.63633874
genuine,user12/session_8872593360,1088.5225021125793,0.7744262295081967,3.5325255203926598,1.833207908191124,42401042.74482096
genuine,user12/session_9031593624,802.1022379855117,0.8199865158438835,3.828809166912643,1.8457458278256755,30044342.17635921
genuine,user12/session_9838420452,896.7749089460799,0.8045555480788641,3.8833833240679736,1.8181902676923094,32626163.599892214
genuine,user15/session_0205904470,843.3225944685652,0.8039169969689904,4.549210548980696,1.6713990785115815,31895906.98426931
genuine,user15/session_1366248436,786.5817307189872,0.7757790644720578,5.36006915520751,1.6424423950831897,33151431.992507048
genuine,user15/session_5657866014,706.423576437113,0.8152141889104944,5.3398237379981035,1.671556533787409,28241961.425406165
genuine,user15/session_6715291950,931.9230390958205,0.765005225135172,4.92681440057759,1.6333951893279954,34055992.26024056
genuine,user15/session_8694009379,804.0567657772336,0.7618823327909566,5.548959045345206,1.6496424745968117,32594148.793602675
genuine,user15/session_8848361933,1089.3232594886783,0.7413461538461539,5.351669732452336,1.6752044913849315,43033742.01576176
genuine,user16/session_0735651357,981.6173126289633,0.7106622565779693,6.06440773829514,1.6873126056480858,40163390.951782
genuine,user16/session_1607878631,893.1880091473014,0.7438184994970085,5.922732370661645,1.6958212265022905,36911145.21037533
genuine,user16/session_1658051584,1026.5823608649614,0.7149797138586377,5.866659656809159,1.7139475341495773,42303712.09106629
genuine,user16/session_3012944488,1169.5136263563547,0.7054255110277274,5.912778608897202,1.680906964910368,43486614.09069557
genuine,user16/session_5398005306,1105.976235178023,0.6940503744043567,5.561551083295502,1.6697318116917603,46370960.26318741
genuine,user16/session_6961018175,983.3822036331053,0.7309694667229492,6.024119712991184,1.7191236015479059,37741761.315786265
genuine,user20/session_0214655159,3710.4527292475677,0.2038106877013665,1.177767704217535,1.772794044189154,89681193.02751425
genuine,user20/session_0764157160,3806.3386175522746,0.1915132221538907,1.1529020468338116,1.7409510887827215,92325426.67996533
genuine,user20/session_2372891077,2533.912042834488,0.16141594687702832,0.8185454640649941,1.421012246584895,59741743.87664524
genuine,user20/session_3767642011,3703.9559734489035,0.20133446637081798,0.9521664687434291,1.6256998724859946,86831131.2451239
genuine,user20/session_7888368102,3377.7896862151,0.20107502942018385,1.1529838542870405,1.7055436045247845,81855454.29690082
genuine,user20/session_9673196280,898.8296053114366,0.767881408276714,5.4294859104002775,1.6944448147109992,39952021.77754466
genuine,user20/session_9818121880,2966.7211756845086,0.16692647772865504,0.8592195555670853,1.4908202349068826,69522240.86164036
genuine,user21/session_0347800921,1051.5588640434532,0.7338581716099108,4.903227689120446,1.6475352972395458,43222312.98659532
genuine,user21/session_0639882460,1017.9794486941456,0.7129167611703334,6.68173995740991,1.6821717420464182,45410771.41591188
genuine,user21/session_5306911480,937.740048398454,0.7401816911250874,6.122800101064903,1.6661123615585616,39896437.061836764
genuine,user21/session_6886360376,1007.2300993195717,0.7628885282736237,4.653954434146145,1.7180536292879955,39397507.03913722
genuine,user21/session_7001496014,893.8015166798486,0.7309470124013528,6.6112698363670885,1.6745875284139098,37906353.430367984
genuine,user21/session_7767882493,899.1481440032811,0.7605266588450007,5.7635226034790525,1.68414422322495,37245560.18126939
genuine,user21/session_8505229187,990.4421532571921,0.7104029990627929,6.297477444769897,1.6772935774347189,44555453.52004264
genuine,user23/session_0405064924,975.1054468754171,0.7584209794745865,4.8835220437403875,1.7320317965463927,40854886.35829597
genuine,user23/session_1123244103,1107.4636902001457,0.7222353776935828,4.518729050436065,1.7131622350072893,45527517.53235682
genuine,user23/session_2080551697,794.9424216379816,0.7533433248789486,6.112326680305489,1.7592816104725175,37645278.63853671
genuine,user23/session_3195683016,733.2426404085778,0.8111169498452735,4.968808675743917,1.7775532952756665,29196807.02966388
genuine,user23/session_7336984763,743.8194280387355,0.7931890179514256,4.90357557460021,1.7292967659546743,32368287.012163132
genuine,user23/session_9962419470,1001.8937399894608,0.7461930719184104,4.718995993383007,1.783432340541734,43088504.463539824
genuine,user29/session_0595774526,872.137502441684,0.6823097463284379,8.208513289128316,1.639880811706432,40770056.38534592
genuine,user29/session_2786719181,1648.3818733724363,0.5487536656891495,6.376554261604558,1.6396864752562663,67774367.3818807
genuine,user29/session_3135434116,932.5464195246035,0.6931847461994332,7.111542105458389,1.6756397011742683,42203529.87152324
genuine,user29/session_3424156599,1474.2526400014979,0.5933560320235576,5.70933405434657,1.7218025258213974,63190941.5820725
genuine,user29/session_4384625557,1577.3383398615051,0.6048912443413934,6.198339315187227,1.6756682760743338,63818886.611427434
genuine,user29/session_5396497934,861.8105235144933,0.704092799299628,7.567549186413512,1.6629907413597234,39449857.30388075
genuine,user29/session_8617964668,1662.6965441607815,0.5478110847530732,6.9092642689647565,1.6530807844958806,68904428.31061319
genuine,user35/session_1909471574,1023.6619165880485,0.7546630891071969,4.8806508047592905,1.7533827962529134,44059953.69000696
genuine,user35/session_3412209090,832.1446201132079,0.7962303075768942,4.576208898975708,1.773627808287344,34932045.92607182
genuine,user35/session_5394017914,953.1647925929335,0.7591858469913023,5.318493858571514,1.7424590130956108,41142184.11363222
genuine,user35/session_6509784211,762.0765730770148,0.834097347411795,4.7579528446416655,1.7547178350187316,29259880.835054405
genuine,user35/session_6820312264,677.1177091343932,0.8154975440145703,4.674642038987733,1.7199715819341814,29355484.515523624
genuine,user7/session_0041905381,3632.977673770759,0.20607526687607564,1.7750664695075478,1.8238399644861514,89328409.05245724
genuine,user7/session_1060325796,3691.8059194491584,0.20676570692668567,1.8359917000802366,1.8005496629517046,92088092.41375127
genuine,user7/session_3320405034,3541.711763940978,0.21235250315041815,1.819311064412133,1.7618712779828645,88198817.92348547
genuine,user7/session_3826583375,3636.4767019681726,0.20783147794651757,1.7272591167649405,1.782530607889854,90186522.26772928
genuine,user7/session_6668463071,3570.3603446542484,0.2229195038462954,1.6897241585430547,1.821657151383151,88184309.19877668
genuine,user7/session_8961330453,3746.2281333230226,0.18685307722624406,1.7848457683327092,1.800381481699976,92892650.7814466
genuine,user7/session_9017095287,3693.1492358891655,0.1948342634996834,1.7548807474318169,1.7812582290066568,92256554.58079866
genuine,user9/session_0335985747,4196.762030805481,0.11635855783012973,1.087110346280406,1.7903094205311072,81010637.28333542
genuine,user9/session_3390119815,4117.463041797117,0.12055176209559519,1.1542717543667644,1.7947692865909386,80355526.9075115
genuine,user9/session_3879637058,4108.415133213541,0.12119837210581312,1.1002403308955877,1.7942985528666016,80713241.0378485
genuine,user9/session_4373781904,4179.513009583735,0.11982869078335352,1.1163052020899757,1.8218600895660573,81573981.56824264
genuine,user9/session_5155383252,4233.377459215469,0.1122597480804938,1.0961781668804484,1.7795673477289957,82365972.139826
genuine,user9/session_7285432516,4154.159441745943,0.12308689104472385,1.1199077551148364,1.8054574824303031,81328657.49086064
genuine,user9/session_8764610836,4176.735003882866,0.11626590229488472,1.0863599072019634,1.7802999724603106,81568326.45825553
windmouse,seed0_s0,374.4157722840753,0.8418079096045198,0.34940670742129315,1.815643546260316,10468099.757088838
windmouse,seed0_s1,316.4644721003249,0.8654073199527745,0.7610041864897248,1.9225692472589266,7476239.688970985
windmouse,seed0_s2,370.4329229631998,0.8555276381909548,0.944819888119651,1.8178630022094766,10060411.658538062
windmouse,seed0_s3,340.0525809325366,0.8530927835051546,0.45231802681463645,1.8174143274742256,8996124.288520128
windmouse,seed0_s4,382.4159127001358,0.8433862433862434,0.48344205696893067,1.9319618501616487,9742273.056194827
